Date,Open,High,Low,Close,Volume,Stock Splits,Capital Gains,NATR_3,RSI_3,ADX_3,CCI_3_0.015,ROC_3,STOCHk_14_3_3,STOCHd_14_3_3,WILLR_3,OBV,MACD_12_26_9,BBL_3_2.0,BBM_3_2.0,BBU_3_2.0,BBB_3_2.0,BBP_3_2.0,min_price_3,max_price_3,mid_price,tema_2,tema_100,tema_8
2021-02-24 00:00:00-05:00,99.3644027709961,99.3644027709961,99.3644027709961,99.3644027709961,12,0.0,0.0,0.05833057730807541,21.936711489388973,63.666287869422554,-34.718853362707264,-0.0910955290237643,3.4340449631873096,3.857195376099238,-85.51610627792147,-133207.0,-0.12069272448485435,99.33508177903609,99.37273661295573,99.41039144687538,0.07578503964584776,0.3893390158429047,99.3550033569336,99.4198989868164,99.3644027709961,99.36658668339163,99.85644119262696,99.33176312955857
2021-02-25 00:00:00-05:00,98.91010284423828,98.91010284423828,98.7531967163086,98.7531967163086,304,0.0,0.0,0.3388072015455242,3.7036730748248363,72.99463307104499,-100.00000000000185,-0.6057134721872085,3.4340449631873096,3.2318009078000105,-100.0,-133511.0,-0.17587552073177903,98.57900160279026,99.17213439941406,99.76526719603787,1.1961682587872393,0.14684326554683874,98.7531967163086,99.4198989868164,98.83164978027344,98.77591744071874,99.7921911578623,98.99741842716995
2021-02-26 00:00:00-05:00,98.98310089111328,98.98310089111328,98.98310089111328,98.98310089111328,70,0.0,0.0,0.285143176943368,34.446021806711386,70.96272588525348,-21.665440460477104,-0.41821712566393415,7.460119173064385,4.776069699812994,-62.385160774915114,-133441.0,-0.19876569164473779,98.52944163441268,99.03356679280598,99.53769195119929,1.0180894715183144,0.44994705099271093,98.7531967163086,99.3644027709961,98.98310089111328,98.95234955099028,99.74385772569725,98.92698484830076
2021-03-01 00:00:00-05:00,99.05719757080078,99.10759735107422,99.05719757080078,99.10759735107422,407,0.0,0.0,0.20520123045567323,47.944760136532565,55.791811073135214,84.89836281727355,-0.2584481089407152,17.417982919978616,9.437382352076762,0.0,-133034.0,-0.2045031086122151,98.65436275482531,98.94796498616536,99.2415672175054,0.5934477407010775,0.7718514164219262,98.7531967163086,99.10759735107422,99.0823974609375,99.1044095419527,99.70469236771919,98.96342937521749
2021-03-02 00:00:00-05:00,99.19000244140625,99.19000244140625,99.16000366210938,99.18000030517578,965,0.0,0.0,0.14406891444452657,55.87164279016811,37.40646386971208,92.75548277084297,0.43219217509816876,30.140893119093906,18.339665070712297,-4.83424905048121,-132069.0,-0.20089198187935153,98.9276004270924,99.0902328491211,99.25286527114979,0.328251165331954,0.7759826575012512,98.98310089111328,99.19000244140625,99.17500305175781,99.18592985074065,99.67131271843326,99.03527200730535
2021-03-03 00:00:00-05:00,98.98999786376953,99.01180267333984,98.98999786376953,99.01180267333984,510,0.0,0.0,0.16810621673572948,36.50235327123694,37.72562190879357,-100.00000000000824,0.02899664889073944,31.040178126317105,26.19968472179654,-89.09784474537479,-132579.0,-0.20919085912250068,98.96202533165211,99.09980010986328,99.23757488807445,0.27805258549145034,0.18064751159111297,98.98999786376953,99.19000244140625,99.00090026855469,99.02463762712875,99.62948887322314,98.99803247191733
2021-03-04 00:00:00-05:00,98.84500122070312,98.84500122070312,98.84500122070312,98.84500122070312,2,0.0,0.0,0.1685702079605608,24.082904433788777,44.65556323135984,-97.49877588931251,-0.26496064619636095,23.346796340960278,28.175955862123757,-100.0,-132581.0,-0.22661498584388085,98.73874166747358,99.01226806640625,99.28579446533892,0.5525101167245728,0.1942400324871457,98.84500122070312,99.19000244140625,98.84500122070312,98.84677874914605,99.57964241534437,98.8938323857266
2021-03-05 00:00:00-05:00,98.75,98.76000213623047,98.75,98.76000213623047,100,0.0,0.0,0.1324546573311106,19.11238276163584,52.63826153615964,-82.5232839771168,-0.4234706267926827,11.016127482466642,21.801033983248004,-96.17951333236195,-132681.0,-0.24446441396422358,98.66308924346725,98.87226867675781,99.08144811004837,0.4231306433848026,0.23165014657200728,98.75,99.01180267333984,98.75500106811523,98.75474295254372,99.52686304498812,98.79300441222833
2021-03-08 00:00:00-05:00,98.58000183105469,98.58000183105469,98.53050231933594,98.53050231933594,101,0.0,0.0,0.1828428917050005,10.410381860244735,62.746378406288095,-99.99999999999581,-0.486104020943659,3.263455468340935,12.542126430589278,-100.0,-132782.0,-0.2739707670989304,98.44616661875777,98.71183522542317,98.97750383208857,0.5382710311457722,0.15872349698506788,98.53050231933594,98.84500122070312,98.55525207519531,98.53350759114511,99.46286287153049,98.61888644081647
2021-03-09 00:00:00-05:00,98.64199829101562,98.64199829101562,98.625,98.625,917,0.0,0.0,0.14785905770941643,30.07433956814644,59.58604440876297,-12.613076748227657,-0.22257192370497503,3.379374912713446,5.886319287840334,-58.82450716399056,-131865.0,-0.2864278297344214,98.45014537518877,98.6385014851888,98.82685759518883,0.38191194546545754,0.4641596835143943,98.53050231933594,98.76000213623047,98.63349914550781,98.61247238112927,99.40696476471365,98.57388007710978
2021-03-10 00:00:00-05:00,98.73919677734375,98.73919677734375,98.73919677734375,98.73919677734375,1,0.0,0.0,0.1316715050842532,49.97686245101189,43.365407773525114,100.0000000000071,-0.021066584079270922,10.511725900605677,5.718185427220011,0.0,-131864.0,-0.2838137873987989,98.46091520427241,98.63156636555989,98.80221752684737,0.3460376177237079,0.8153521223408018,98.53050231933594,98.73919677734375,98.73919677734375,98.73674292776596,99.36001261641007,98.61821865747227
2021-03-11 00:00:00-05:00,98.8416976928711,98.8416976928711,98.8416976928711,98.8416976928711,1,0.0,0.0,0.1176185291528762,63.83546859712454,36.51307378599558,98.11311745463473,0.31583658482383103,22.174889815109925,12.021996876143008,0.0,-131863.0,-0.27035469216615127,98.55827934827713,98.73529815673828,98.91231696519944,0.3585724898103737,0.8005317261418584,98.625,98.8416976928711,98.8416976928711,98.84469379885411,99.32098654707484,98.70854556737636
2021-03-12 00:00:00-05:00,98.58000183105469,98.5999984741211,98.58000183105469,98.59259796142578,4201,0.0,0.0,0.19167362492079112,31.760261543462384,38.76389707196224,-99.99999999999467,-0.032853778022021544,21.515013373620757,18.067209696445445,-95.1867292498761,-136064.0,-0.27660005547905087,98.52004881294945,98.72449747721355,98.92894614147764,0.4141802075240353,0.17742632053250598,98.58000183105469,98.8416976928711,98.59000015258789,98.60853709750087,99.26910923954836,98.63733800927315
2021-03-15 00:00:00-04:00,98.61830139160156,98.61830139160156,98.61830139160156,98.61830139160156,1,0.0,0.0,0.10884360892587346,36.68436815651825,37.71297301538524,-41.32211461114985,-0.12243910188453914,17.499995522924994,20.396632903885216,-85.36485816740037,-136063.0,-0.2762905929269408,98.4604757239577,98.68419901529948,98.90792230664127,0.4534125900076452,0.35272516039188595,98.58000183105469,98.8416976928711,98.61830139160156,98.60995080130557,99.22089873000476,98.61269245052377
2021-03-16 00:00:00-04:00,98.62940216064453,98.62940216064453,98.62940216064453,98.62940216064453,600,0.0,0.0,0.060043194394543004,39.51193591105896,34.91700984518244,75.2399676188139,-0.21478337299124942,10.835559078863353,16.61685599180303,0.0,-135463.0,-0.2720139943322266,98.58260497352074,98.61343383789062,98.6442627022605,0.06252467472243078,0.7589833112618212,98.58000183105469,98.62940216064453,98.62940216064453,98.6265682260545,99.17537217576734,98.60863827324334
2021-03-17 00:00:00-04:00,98.54000091552734,98.70149993896484,98.54000091552734,98.70149993896484,200,0.0,0.0,0.11181150602750732,57.850183668472326,41.50955807764799,100.0,0.11045654520805938,17.151091333050534,15.162215311612954,0.0,-135263.0,-0.2598121185947804,98.57596815426214,98.64973449707031,98.72350083987848,0.14955203515598128,0.8508743955840914,98.54000091552734,98.70149993896484,98.6207504272461,98.69923988505367,99.1359870697269,98.64871037248669
2021-03-18 00:00:00-04:00,98.51000213623047,98.5167007446289,98.48979949951172,98.48979949951172,2009,0.0,0.0,0.163499202274352,24.77204226449954,49.41058776858546,-100.00000000001525,-0.13030227683559262,13.641516855232402,13.876055755715422,-100.0,-137272.0,-0.26417920692099983,98.4311430376115,98.60690053304036,98.78265802846921,0.35648112754535494,0.16686759718864233,98.48979949951172,98.70149993896484,98.50325012207031,98.50094500293628,99.08598413260016,98.56389616143379
2021-03-19 00:00:00-04:00,98.47730255126953,98.47730255126953,98.47730255126953,98.47730255126953,1,0.0,0.0,0.08810506596439104,23.57826926735821,55.602974775912834,-60.084435239769704,-0.15421325288706997,8.642789384789793,13.14513252435757,-100.0,-137273.0,-0.26558703316834453,98.35046327029957,98.5562006632487,98.76193805619783,0.41750268692297693,0.30825529368237253,98.47730255126953,98.70149993896484,98.47730255126953,98.47120749327286,99.03739047034023,98.50897253593315
