Date,Open,High,Low,Close,Volume,NATR_3,RSI_3,ADX_3,CCI_3_0.015,ROC_3,STOCHk_14_3_3,STOCHd_14_3_3,WILLR_3,OBV,MACD_12_26_9,BBL_3_2.0,BBM_3_2.0,BBU_3_2.0,BBB_3_2.0,BBP_3_2.0,min_price_3,max_price_3,mid_price,tema_2,tema_100,tema_8
2005-01-10 00:00:00-05:00,4.867366790771484,4.957457065582275,4.800550937652588,4.881381034851074,301282416,3.2972382183791704,58.76764143625958,42.87046705622735,100.00000000000152,0.8009725419948336,52.578869588928946,55.020511796458415,-29.28716448158252,5977764252.0,0.12570977862285382,4.675485172694313,4.8169833819071455,4.958481591119978,5.874971864935526,0.7275564238663474,4.69769811630249,4.957457065582275,4.879004001617432,4.883819648289351,3.863238265514374,4.850059689679012
2005-01-11 00:00:00-05:00,4.895394802093506,4.94769811630249,4.834333896636963,4.8433427810668945,278069652,2.8318765894876776,48.71433551468469,37.85026947611961,44.63592162130676,2.6465070192095372,54.827295203788594,53.88462306445553,-48.927165857398414,5699694600.0,0.11945696047576426,4.825785606287603,4.858608245849609,4.891430885411616,1.3511128249553606,0.26745525365386397,4.724224090576172,4.957457065582275,4.891016006469727,4.8480287448947355,3.920316955278027,4.842951584545054
2005-01-12 00:00:00-05:00,4.863112926483154,4.903152942657471,4.767267227172852,4.8893890380859375,326784888,2.792201681267553,60.86929104234333,34.7026116559711,-99.99999999999726,0.7892665412165101,54.20884217181547,53.87166898817767,-35.789518549254495,6026479488.0,0.11686990168425648,4.8311974683599,4.871370951334636,4.911544434309372,1.649370716214065,0.7242534803695372,4.767267227172852,4.957457065582275,4.835210084915161,4.887231245703182,3.977831784640408,4.862860453306106
2005-01-13 00:00:00-05:00,4.8893890380859375,4.939690113067627,4.856105804443359,4.8881378173828125,273702024,2.25142906943715,60.28690464727123,24.98302070984511,96.30626758067235,0.13841948586880645,50.672637061302375,53.236258145635475,-33.01003459384605,5752777464.0,0.11341134056149471,4.8307880313247145,4.873623212178548,4.916458393032381,1.7578371978692935,0.6694238814327974,4.767267227172852,4.94769811630249,4.897897958755493,4.88937435564869,4.032996639193218,4.874027023086643
2005-01-14 00:00:00-05:00,4.904904842376709,5.005255222320557,4.858108043670654,5.00425386428833,385226388,2.569815015381787,82.96943751959614,31.594403125793622,99.9999999999992,3.3223145768342657,59.30766673482767,54.7297153226485,-0.4207598923656075,6138003852.0,0.11867202330323057,4.818370019562889,4.927260239919026,5.036150460275164,4.41990944476385,0.8535378297402996,4.767267227172852,5.005255222320557,4.9316816329956055,5.000284526626128,4.092724684587074,4.941813080352076
2005-01-18 00:00:00-05:00,5.0292792320251465,5.130630970001221,4.971470832824707,5.102602958679199,526377096,2.819739324410465,90.13092886943332,46.007063807241394,100.00000000000001,4.360747711675836,72.75817280851297,60.912825534880994,-10.209632790883083,6664380948.0,0.12928676490923774,4.823021310601671,4.998331546783447,5.173641782965223,7.014750203779202,0.7973911112287672,4.856105804443359,5.130630970001221,5.051050901412964,5.103146494474319,4.155788006864423,5.033616045511946
2005-01-19 00:00:00-05:00,5.121370792388916,5.137638092041016,4.922673225402832,4.937437057495117,449857692,3.6339194267586645,43.76791690284747,41.56969118619401,-14.121126121111002,1.008548489303853,74.98889877179921,69.01824610504661,-71.62057736299016,6214523256.0,0.12295417701425482,4.879090499341353,5.014764626820882,5.150438754300411,5.410986858840465,0.21502463011073303,4.858108043670654,5.137638092041016,5.030155658721924,4.948451282930458,4.206694265684926,4.998773126324011
2005-01-20 00:00:00-05:00,4.817317008972168,4.911160945892334,4.804804801940918,4.852852821350098,359703936,3.2151679791071825,31.37155716866383,37.43415602411809,-100.00000000000075,-3.0254468906677583,61.0956050856484,69.61422555532019,-85.56393821221143,5854819320.0,0.10984410011614187,4.756869553746025,4.964297612508138,5.17172567127025,8.356793848921267,0.23136519759400126,4.804804801940918,5.137638092041016,4.857982873916626,4.850794534917575,4.2505991707161295,4.929889852512627
2005-01-21 00:00:00-05:00,4.868368148803711,4.888888835906982,4.70770788192749,4.711711883544922,369965664,3.578405601819573,18.357606151631344,43.307243340712056,-84.94059199510895,-7.660621026164632,30.982060889574374,55.68885491567399,-99.06868567892116,5484853656.0,0.08706178158055522,4.647778364796651,4.834000587463379,5.0202228101301065,7.704683493406314,0.1716592086399085,4.70770788192749,5.137638092041016,4.798298358917236,4.7110815183559644,4.284472272636338,4.812217122925304
2005-01-24 00:00:00-05:00,4.7219719886779785,4.737987995147705,4.512513160705566,4.522522926330566,560347092,4.356849073446843,10.009169255994058,55.07767149117709,-99.9999999999994,-8.40343130115864,13.351289384496262,35.14298511990634,-97.48907030292156,4924506564.0,0.05312823307454284,4.425033261834585,4.695695877075195,4.9663584923158055,11.528115207034984,0.18009444047031795,4.512513160705566,4.911160945892334,4.625250577926636,4.522671454514835,4.3058997643300145,4.64208289005379
